ticker,date,market_cap,1_month_growth,3_month_growth,6_month_growth,12_month_growth
HCAT,2020-10,1492028180,1.0645,1.0838,1.5037,1.4222
HCAT,2020-09,1401598516,1.0535,1.2491,1.4842,1.3743
HCAT,2020-08,1330441839,0.9664,1.2718,1.1445,1.1152
HCAT,2020-07,1376667752,1.2269,1.3874,1.0528,1.181
HCAT,2020-06,1122068896,1.0726,1.1882,0.8626,
HCAT,2020-05,1046122118,1.0543,0.8999,0.8064,
HCAT,2020-04,992248559,1.0508,0.7588,0.9458,
HCAT,2020-03,944323023,0.8123,0.726,0.9259,
HCAT,2020-02,1162468658,0.889,0.8961,0.9744,
HCAT,2020-01,1307588556,1.0053,1.2464,1.1218,
HCAT,2021-12,2033359831,0.7996,0.7723,0.8051,1.1799
HCAT,2021-11,2543061423,0.9906,0.9702,1.0949,1.7032
HCAT,2021-10,2567109696,0.975,0.9257,1.1034,1.7206
HCAT,2021-09,2632861712,1.0045,1.0425,1.2625,1.8785
HCAT,2021-08,2621045599,0.9452,1.1285,1.1785,1.9701
HCAT,2021-07,2773110071,1.098,1.192,1.3355,2.0144
HCAT,2021-06,2525646467,1.0874,1.211,1.4655,2.2509
HCAT,2021-05,2322693399,0.9984,1.0444,1.5556,2.2203
HCAT,2021-04,2326462754,1.1155,1.1204,1.5593,2.3446
HCAT,2021-03,2085503553,0.9377,1.2101,1.4879,2.2085
HCAT,2021-02,2224038884,1.0711,1.4895,1.6717,1.9132
HCAT,2021-01,2076403820,1.2049,1.3917,1.5083,1.588
HCAT,2022-12,577008838,1.1706,1.0058,0.7496,0.2838
HCAT,2022-11,492929295,0.9696,0.6887,0.6308,0.1938
HCAT,2022-10,508369828,0.8862,0.5807,0.4207,0.198
HCAT,2022-09,573668220,0.8015,0.7452,0.4337,0.2179
HCAT,2022-08,715726719,0.8176,0.916,0.4728,0.2731
HCAT,2022-07,875407631,1.1372,0.7244,0.5138,0.3157
HCAT,2022-06,769801236,0.9852,0.5819,0.3786,0.3048
HCAT,2022-05,781380202,0.6466,0.5162,0.3073,0.3364
HCAT,2022-04,1208492625,0.9135,0.7093,0.4708,0.5195
HCAT,2022-03,1322861671,0.8739,0.6506,0.5024,0.6343
HCAT,2022-02,1513759872,0.8885,0.5953,0.5775,0.6806
HCAT,2022-01,1703794486,0.8379,0.6637,0.6144,0.8206
HCAT,2023-12,483064297,1.1387,0.7995,0.7241,0.8372
HCAT,2023-11,424238787,0.8784,0.5989,0.6721,0.8606
HCAT,2023-10,482971498,0.7994,0.6766,0.6824,0.95
HCAT,2023-09,604170638,0.8528,0.9057,0.8894,1.0532
HCAT,2023-08,708419017,0.9924,1.1223,0.9145,0.9898
HCAT,2023-07,713849712,1.0701,1.0087,1.0564,0.8154
HCAT,2023-06,667096319,1.0568,0.982,1.1561,0.8666
HCAT,2023-05,631217007,0.8919,0.8148,1.2805,0.8078
HCAT,2023-04,707711318,1.0418,1.0473,1.3921,0.5856
HCAT,2023-03,679313664,0.8769,1.1773,1.1842,0.5135
HCAT,2023-02,774687410,1.1464,1.5716,1.0824,0.5118
HCAT,2023-01,675751815,1.1711,1.3293,0.7719,0.3966
HCAT,2024-04,358578395,0.7731,0.6322,0.7424,0.5067
HCAT,2024-03,463831319,0.8792,0.9602,0.7677,0.6828
HCAT,2024-02,527547684,0.9302,1.2435,0.7447,0.681
HCAT,2024-01,567164010,1.1741,1.1743,0.7945,0.8393
MODN,2019-12,1092974830,1.0854,1.1816,1.7648,
MODN,2019-11,1006978245,1.0778,1.1824,1.6659,
MODN,2019-10,934285495,1.0101,1.3722,1.6202,
MODN,2019-09,924964220,1.0861,1.4935,1.6806,
MODN,2019-08,851637060,1.2508,1.4089,1.5993,
MODN,2019-07,680882650,1.0994,1.1807,1.5,
MODN,2019-06,619307702,1.0246,1.1253,,
MODN,2019-05,604463187,1.0482,1.1351,,
MODN,2019-04,576654283,1.0478,1.2704,,
MODN,2019-03,550367562,1.0336,,,
MODN,2019-02,532497043,1.1731,,,
MODN,2019-01,453928671,,,,
MODN,2020-12,1213719290,1.0345,0.9603,1.0778,1.1105
MODN,2020-11,1173273156,0.9453,0.8495,1.1291,1.1651
MODN,2020-10,1241180800,0.982,0.964,1.48,1.3285
MODN,2020-09,1263944963,0.9152,1.1224,1.6375,1.3665
MODN,2020-08,1381083847,1.0726,1.3291,1.2762,1.6217
MODN,2020-07,1287548907,1.1434,1.5352,1.142,1.891
MODN,2020-06,1126077715,1.0837,1.4589,1.0303,1.8183
MODN,2020-05,1039126172,1.239,0.9602,1.0319,1.7191
MODN,2020-04,838661614,1.0865,0.7438,0.8977,1.4544
MODN,2020-03,771863413,0.7132,0.7062,0.8345,1.4025
MODN,2020-02,1082190597,0.9598,1.0747,1.2707,2.0323
MODN,2020-01,1127496579,1.0316,1.2068,1.6559,2.4839
MODN,2021-12,1042314019,0.8875,0.828,0.842,0.8588
MODN,2021-11,1174453154,0.9907,0.9822,0.9217,1.001
MODN,2021-10,1185527042,0.9417,0.9985,0.8374,0.9552
MODN,2021-09,1258879918,1.0529,1.017,0.9462,0.996
MODN,2021-08,1195679468,1.007,0.9384,0.8286,0.8658
MODN,2021-07,1187325891,0.9592,0.8386,0.9106,0.9222
MODN,2021-06,1237854431,0.9715,0.9304,1.0199,1.0993
MODN,2021-05,1274204127,0.9,0.883,1.086,1.2262
MODN,2021-04,1415759709,1.0641,1.0858,1.1407,1.6881
MODN,2021-03,1330481520,0.922,1.0962,1.0526,1.7237
MODN,2021-02,1442971094,1.1067,1.2299,1.0448,1.3334
MODN,2021-01,1303906557,1.0743,1.0505,1.0127,1.1565
MODN,2022-12,1504475300,1.0617,1.2776,1.6664,1.4434
MODN,2022-11,1417073130,1.0756,1.2961,1.6261,1.2066
MODN,2022-10,1317465749,1.1188,1.3905,1.3328,1.1113
MODN,2022-09,1177599569,1.077,1.3043,1.2768,0.9354
MODN,2022-08,1093359477,1.1539,1.2546,1.1706,0.9144
MODN,2022-07,947495728,1.0495,0.9585,0.9344,0.798
MODN,2022-06,902837096,1.036,0.9789,0.8662,0.7294
MODN,2022-05,871472530,0.8816,0.933,0.742,0.6839
MODN,2022-04,988509872,1.0718,0.9749,0.8338,0.6982
MODN,2022-03,922308632,0.9874,0.8849,0.7326,0.6932
MODN,2022-02,934054324,0.9212,0.7953,0.7812,0.6473
MODN,2022-01,1013961800,0.9728,0.8553,0.854,0.7776
MODN,2023-12,956455577,1.0415,0.9601,0.7431,0.6357
MODN,2023-11,918317790,1.002,0.8182,0.8065,0.648
MODN,2023-10,916510561,0.92,0.6924,0.7183,0.6957
MODN,2023-09,996253208,0.8877,0.774,0.8048,0.846
MODN,2023-08,1122298900,0.8479,0.9857,0.8234,1.0265
MODN,2023-07,1323589688,1.0283,1.0373,0.8444,1.3969
MODN,2023-06,1287158588,1.1305,1.0398,0.8556,1.4257
MODN,2023-05,1138596509,0.8923,0.8354,0.8035,1.3065
MODN,2023-04,1275987056,1.0307,0.8141,0.9685,1.2908
MODN,2023-03,1237921900,0.9082,0.8228,1.0512,1.3422
MODN,2023-02,1362976455,0.8696,0.9618,1.2466,1.4592
MODN,2023-01,1567412945,1.0418,1.1897,1.6543,1.5458
MODN,2024-04,1124785945,1.1188,1.0779,1.2272,0.8815
MODN,2024-03,1005376894,0.9842,1.0511,1.0092,0.8121
MODN,2024-02,1021496579,0.979,1.1124,0.9102,0.7495
MODN,2024-01,1043458555,1.091,1.1385,0.7884,0.6657
PAR,2019-12,498688687,1.0283,1.2758,1.0867,
PAR,2019-11,484970760,1.2566,1.2773,1.1488,
PAR,2019-10,385929708,0.9874,0.9165,1.0126,
PAR,2019-09,390868895,1.0295,0.8517,0.9994,
PAR,2019-08,379678863,0.9017,0.8994,0.9042,
PAR,2019-07,421080863,0.9176,1.1048,1.1523,
PAR,2019-06,458913735,1.0871,1.1734,,
PAR,2019-05,422155350,1.1076,1.0054,,
PAR,2019-04,381131700,0.9745,1.043,,
PAR,2019-03,391106880,0.9315,,,
PAR,2019-02,419888368,1.149,,,
PAR,2019-01,365428840,,,,
PAR,2020-12,1329640595,1.2738,1.7395,2.5902,2.6663
PAR,2020-11,1043871050,1.2915,1.5977,2.5613,2.1524
PAR,2020-10,808253290,1.0574,1.4684,2.9744,2.0943
PAR,2020-09,764378028,1.17,1.489,2.5193,1.9556
PAR,2020-08,653341309,1.187,1.603,1.1818,1.7208
PAR,2020-07,550428295,1.0722,2.0256,0.9672,1.3072
PAR,2020-06,513344566,1.2596,1.6919,1.0294,1.1186
PAR,2020-05,407561838,1.4998,0.7372,0.8404,0.9654
PAR,2020-04,271740036,0.8956,0.4775,0.7041,0.713
PAR,2020-03,303404482,0.5488,0.6084,0.7762,0.7758
PAR,2020-02,552818865,0.9714,1.1399,1.456,1.3166
PAR,2020-01,569122693,1.1412,1.4747,1.3516,1.5574
PAR,2021-12,1434662882,0.8457,0.8438,0.8305,1.079
PAR,2021-11,1696321775,0.9768,1.0421,0.9827,1.625
PAR,2021-10,1736600379,1.0213,1.0343,0.8838,2.1486
PAR,2021-09,1700333621,1.0445,0.9843,1.0327,2.2245
PAR,2021-08,1627864769,0.9696,0.943,0.9062,2.4916
PAR,2021-07,1678950839,0.9719,0.8544,1.1565,3.0503
PAR,2021-06,1727445283,1.0007,1.0492,1.2992,3.3651
PAR,2021-05,1726209707,0.8785,0.961,1.6537,4.2355
PAR,2021-04,1964998428,1.1934,1.3535,2.4312,7.2312
PAR,2021-03,1646499762,0.9166,1.2383,2.154,5.4267
PAR,2021-02,1796308264,1.2373,1.7208,2.7494,3.2494
PAR,2021-01,1451769049,1.0919,1.7962,2.6375,2.5509
PAR,2022-12,638254413,0.9498,0.7295,0.6456,0.4449
PAR,2022-11,671958213,0.8565,0.6254,0.725,0.3961
PAR,2022-10,784575393,0.8967,0.736,0.7884,0.4518
PAR,2022-09,874954225,0.8144,0.885,0.824,0.5146
PAR,2022-08,1074369299,1.0079,1.1592,0.983,0.66
PAR,2022-07,1065978754,1.0782,1.0712,0.9134,0.6349
PAR,2022-06,988681958,1.0668,0.9311,0.6891,0.5723
PAR,2022-05,926793154,0.9314,0.848,0.5464,0.5369
PAR,2022-04,995096159,0.9371,0.8527,0.573,0.5064
PAR,2022-03,1061853399,0.9716,0.7401,0.6245,0.6449
PAR,2022-02,1092937957,0.9365,0.6443,0.6714,0.6084
PAR,2022-01,1167045840,0.8135,0.672,0.6951,0.8039
PAR,2023-12,1149593312,1.1869,1.0033,1.1817,1.8012
PAR,2023-11,968571146,0.9844,0.919,1.0967,1.4414
PAR,2023-10,983922167,0.8587,1.0728,1.1115,1.2541
PAR,2023-09,1145829648,1.0872,1.1778,1.2593,1.3096
PAR,2023-08,1053885641,1.149,1.1933,1.0567,0.9809
PAR,2023-07,917180191,0.9428,1.0361,1.1025,0.8604
PAR,2023-06,972825897,1.1015,1.0692,1.5242,0.984
PAR,2023-05,883158569,0.9976,0.8855,1.3143,0.9529
PAR,2023-04,885258121,0.9729,1.0642,1.1283,0.8896
PAR,2023-03,909884850,0.9123,1.4256,1.0399,0.8569
PAR,2023-02,997350812,1.1989,1.4842,0.9283,0.9125
PAR,2023-01,831872840,1.3034,1.0603,0.7804,0.7128
PAR,2024-04,1196698280,1.0061,0.9975,1.2163,1.3518
PAR,2024-03,1189423104,0.9291,1.0346,1.038,1.3072
PAR,2024-02,1280179576,1.067,1.3217,1.2147,1.2836
PAR,2024-01,1199754567,1.0436,1.2194,1.3081,1.4422
EHTH,2019-12,2236331110,1.1708,1.2436,1.2768,
EHTH,2019-11,1910056427,1.331,0.8025,1.3034,
EHTH,2019-10,1435007115,0.798,0.6671,0.9839,
EHTH,2019-09,1798275431,0.7555,1.0267,1.3927,
EHTH,2019-08,2380225330,1.1065,1.6243,1.8097,
EHTH,2019-07,2151051115,1.2281,1.4748,2.1217,
EHTH,2019-06,1751556259,1.1953,1.3566,,
EHTH,2019-05,1465407339,1.0047,1.1142,,
EHTH,2019-04,1458548512,1.1296,1.4386,,
EHTH,2019-03,1291178901,0.9817,,,
EHTH,2019-02,1315260299,1.2973,,,
EHTH,2019-01,1013831639,,,,
EHTH,2020-12,1937137380,0.9877,1.0075,0.6691,0.8662
EHTH,2020-11,1961267156,0.9092,1.0455,0.6177,1.0268
EHTH,2020-10,2157174200,1.1219,0.8234,0.6877,1.5032
EHTH,2020-09,1922711925,1.025,0.6641,0.6227,1.0692
EHTH,2020-08,1875847178,0.716,0.5908,0.6422,0.7881
EHTH,2020-07,2619889367,0.9049,0.8352,1.048,1.218
EHTH,2020-06,2895271508,0.9119,0.9377,1.2947,1.653
EHTH,2020-05,3175150574,1.0122,1.087,1.6623,2.1667
EHTH,2020-04,3136978542,1.0159,1.2549,2.186,2.1508
EHTH,2020-03,3087793107,1.0571,1.3807,1.7171,2.3915
EHTH,2020-02,2921018210,1.1685,1.5293,1.2272,2.2209
EHTH,2020-01,2499820699,1.1178,1.742,1.1621,2.4657
EHTH,2021-12,685607378,0.8328,0.6623,0.4152,0.3539
EHTH,2021-11,823256460,0.6868,0.6964,0.4752,0.4198
EHTH,2021-10,1198697592,1.1579,0.7826,0.6368,0.5557
EHTH,2021-09,1035264638,0.8758,0.627,0.6214,0.5384
EHTH,2021-08,1182127057,0.7718,0.6823,0.7905,0.6302
EHTH,2021-07,1531623480,0.9276,0.8137,0.7851,0.5846
EHTH,2021-06,1651171238,0.953,0.9911,0.8524,0.5703
EHTH,2021-05,1732617795,0.9205,1.1586,0.8834,0.5457
EHTH,2021-04,1882354526,1.1298,0.9648,0.8726,0.6001
EHTH,2021-03,1666036696,1.1141,0.8601,0.8665,0.5396
EHTH,2021-02,1495413526,0.7665,0.7625,0.7972,0.5119
EHTH,2021-01,1950951778,1.0071,0.9044,0.7447,0.7804
EHTH,2022-12,128424870,1.4093,0.9475,0.4625,0.1873
EHTH,2022-11,91123747,1.0337,0.4262,0.3177,0.1107
EHTH,2022-10,88149615,0.6504,0.3966,0.3299,0.0735
EHTH,2022-09,135537220,0.6339,0.4881,0.4122,0.1309
EHTH,2022-08,213798161,0.9619,0.7454,0.4728,0.1809
EHTH,2022-07,222268288,0.8005,0.8317,0.3425,0.1451
EHTH,2022-06,277674802,0.968,0.8444,0.405,0.1682
EHTH,2022-05,286839611,1.0734,0.6343,0.3484,0.1656
EHTH,2022-04,267236609,0.8127,0.4118,0.2229,0.142
EHTH,2022-03,328829280,0.7272,0.4796,0.3176,0.1974
EHTH,2022-02,452183098,0.6968,0.5493,0.3825,0.3024
EHTH,2022-01,648943620,0.9465,0.5414,0.4237,0.3326
EHTH,2023-12,241161891,1.0958,1.1649,0.9905,1.8778
EHTH,2023-11,220079069,0.9622,0.9386,1.1325,2.4152
EHTH,2023-10,228732948,1.1048,1.0442,0.9863,2.5948
EHTH,2023-09,207031496,0.883,0.8503,0.8775,1.5275
EHTH,2023-08,234470759,1.0704,1.2066,0.972,1.0967
EHTH,2023-07,219057259,0.8997,0.9446,1.2625,0.9856
EHTH,2023-06,243474802,1.2529,1.032,1.8959,0.8768
EHTH,2023-05,194324023,0.8379,0.8056,2.1325,0.6775
EHTH,2023-04,231911012,0.983,1.3366,2.6309,0.8678
EHTH,2023-03,235920270,0.978,1.837,1.7406,0.7175
EHTH,2023-02,241221524,1.3903,2.6472,1.1283,0.5335
EHTH,2023-01,173505023,1.351,1.9683,0.7806,0.2674
EHTH,2024-04,143047828,0.8155,0.7256,0.6254,0.6168
EHTH,2024-03,175417254,0.9066,0.7274,0.8473,0.7435
EHTH,2024-02,193482013,0.9814,0.8791,0.8252,0.8021
EHTH,2024-01,197146078,0.8175,0.8619,0.9,1.1363
PLUS,2019-12,1125062600,0.996,1.0652,1.1966,
PLUS,2019-11,1129589279,1.1175,1.0757,0.9826,
PLUS,2019-10,1010849008,0.957,1.0355,0.8215,
PLUS,2019-09,1056217824,1.0058,1.1234,0.8917,
PLUS,2019-08,1050135272,1.0757,0.9135,0.904,
PLUS,2019-07,976193163,1.0383,0.7933,0.9787,
PLUS,2019-06,940208975,0.8179,0.7937,,
PLUS,2019-05,1149587345,0.9342,0.9896,,
PLUS,2019-04,1230494640,1.0388,1.2337,,
PLUS,2019-03,1184555106,1.0197,,,
PLUS,2019-02,1161634010,1.1646,,,
PLUS,2019-01,997412693,,,,
PLUS,2020-12,1148891544,1.0838,1.1616,1.2051,1.0212
PLUS,2020-11,1060080647,1.0699,1.0263,1.1293,0.9385
PLUS,2020-10,990809999,1.0018,1.0338,1.1844,0.9802
PLUS,2020-09,989019249,0.9575,1.0374,1.2221,0.9364
PLUS,2020-08,1032878750,1.0777,1.1004,0.9245,0.9836
PLUS,2020-07,958432021,1.0053,1.1457,0.8456,0.9818
PLUS,2020-06,953386069,1.0157,1.1781,0.8474,1.014
PLUS,2020-05,938668120,1.1221,0.8402,0.831,0.8165
PLUS,2020-04,836558161,1.0337,0.7381,0.8276,0.6799
PLUS,2020-03,809273601,0.7244,0.7193,0.7662,0.6832
PLUS,2020-02,1117240010,0.9858,0.9891,1.0639,0.9618
PLUS,2020-01,1133374483,1.0074,1.1212,1.161,1.1363
PLUS,2021-12,1426698790,0.916,1.0152,1.1906,1.2418
PLUS,2021-11,1557576287,1.0863,1.1443,1.1849,1.4693
PLUS,2021-10,1433811369,1.0203,1.2112,1.0923,1.4471
PLUS,2021-09,1405304150,1.0324,1.1728,1.0426,1.4209
PLUS,2021-08,1361172960,1.1498,1.0355,1.1179,1.3178
PLUS,2021-07,1183792720,0.9879,0.9018,0.9803,1.2351
PLUS,2021-06,1198293373,0.9116,0.889,1.043,1.2569
PLUS,2021-05,1314553802,1.0014,1.0796,1.2401,1.4004
PLUS,2021-04,1312703689,0.9739,1.0871,1.3249,1.5692
PLUS,2021-03,1347855927,1.1069,1.1732,1.3628,1.6655
PLUS,2021-02,1217652078,1.0084,1.1486,1.1789,1.0899
PLUS,2021-01,1207554647,1.0511,1.2188,1.2599,1.0655
PLUS,2022-12,1196310765,0.8908,1.0306,0.8135,0.8385
PLUS,2022-11,1342908662,1.1354,0.9956,0.9008,0.8622
PLUS,2022-10,1182748845,1.0189,0.8495,0.7944,0.8249
PLUS,2022-09,1160828171,0.8606,0.7893,0.8218,0.826
PLUS,2022-08,1348810388,0.9687,0.9048,1.1024,0.9909
PLUS,2022-07,1392368264,0.9468,0.9351,1.0661,1.1762
PLUS,2022-06,1470651150,0.9865,1.0411,1.0308,1.2273
PLUS,2022-05,1490724988,1.0012,1.2183,0.9571,1.134
PLUS,2022-04,1488930310,1.054,1.14,1.0384,1.1342
PLUS,2022-03,1412614462,1.1545,0.9901,1.0052,1.048
PLUS,2022-02,1223576215,0.9369,0.7856,0.8989,1.0049
PLUS,2022-01,1306049134,0.9154,0.9109,1.1033,1.0816
PLUS,2023-12,1974395903,1.1891,1.1625,1.3631,1.6504
PLUS,2023-11,1660450133,0.9681,0.9882,1.3913,1.2365
PLUS,2023-10,1715166487,1.0099,1.109,1.3342,1.4502
PLUS,2023-09,1698391552,1.0107,1.1726,1.2784,1.4631
PLUS,2023-08,1680333245,1.0865,1.408,1.1516,1.2458
PLUS,2023-07,1546548224,1.0677,1.2031,1.2197,1.1107
PLUS,2023-06,1448427615,1.2137,1.0903,1.2107,0.9849
PLUS,2023-05,1193439985,0.9284,0.8179,0.8887,0.8006
PLUS,2023-04,1285494117,0.9676,1.0138,1.0869,0.8634
PLUS,2023-03,1328487298,0.9104,1.1105,1.1444,0.9404
PLUS,2023-02,1459157910,1.1508,1.0866,1.0818,1.1925
PLUS,2023-01,1267994129,1.0599,1.0721,0.9107,0.9709
PLUS,2024-04,2037125448,0.9648,0.9972,1.1877,1.5847
PLUS,2024-03,2111381902,1.0195,1.0694,1.2432,1.5893
PLUS,2024-02,2070953015,1.0137,1.2472,1.2325,1.4193
PLUS,2024-01,2042897554,1.0347,1.1911,1.3209,1.6111
RMNI,2019-12,266457459,0.9941,0.8558,0.7992,
RMNI,2019-11,268045247,0.9799,0.8388,0.8276,
RMNI,2019-10,273541986,0.8786,0.7997,0.8185,
RMNI,2019-09,311338002,0.9743,0.9338,0.9233,
RMNI,2019-08,319564789,0.9342,0.9866,0.8895,
RMNI,2019-07,342059530,1.0259,1.0236,0.9787,
RMNI,2019-06,333409312,1.0294,0.9887,,
RMNI,2019-05,323891843,0.9692,0.9015,,
RMNI,2019-04,334181689,0.991,0.9561,,
RMNI,2019-03,337203750,0.9386,,,
RMNI,2019-02,359264308,1.0279,,,
RMNI,2019-01,349512702,,,,
RMNI,2020-12,356679781,1.1888,1.3119,1.152,1.3386
RMNI,2020-11,300033574,1.2084,0.86,1.0189,1.1193
RMNI,2020-10,248299102,0.9133,0.6615,0.9283,0.9077
RMNI,2020-09,271881249,0.7793,0.8781,0.9833,0.8733
RMNI,2020-08,348857140,0.9294,1.1847,1.0599,1.0917
RMNI,2020-07,375340542,1.2123,1.4033,1.2331,1.0973
RMNI,2020-06,309612009,1.0514,1.1198,1.162,0.9286
RMNI,2020-05,294466480,1.1009,0.8946,1.0986,0.9092
RMNI,2020-04,267469166,0.9673,0.8787,0.9778,0.8004
RMNI,2020-03,276497720,0.84,1.0377,0.8881,0.82
RMNI,2020-02,329153408,1.0814,1.228,1.03,0.9162
RMNI,2020-01,304381712,1.1423,1.1127,0.8899,0.8709
RMNI,2021-12,506558170,0.759,0.6034,0.8938,1.4202
RMNI,2021-11,667418020,0.7571,0.9087,1.155,2.2245
RMNI,2021-10,881518139,1.05,1.3174,1.2112,3.5502
RMNI,2021-09,839560408,1.1431,1.4814,1.2654,3.088
RMNI,2021-08,734447810,1.0976,1.271,1.1453,2.1053
RMNI,2021-07,669154979,1.1807,0.9194,1.2994,1.7828
RMNI,2021-06,566720438,0.9808,0.8542,1.5889,1.8304
RMNI,2021-05,577836117,0.7939,0.9011,1.9259,1.9623
RMNI,2021-04,727813231,1.097,1.4134,2.9312,2.7211
RMNI,2021-03,663455855,1.0346,1.8601,2.4402,2.3995
RMNI,2021-02,641280284,1.2453,2.1374,1.8382,1.9483
RMNI,2021-01,514955258,1.4437,2.0739,1.372,1.6918
RMNI,2022-12,342564957,0.9035,0.8066,0.6498,0.6763
RMNI,2022-11,379169171,0.833,0.7675,0.7418,0.5681
RMNI,2022-10,455196545,1.0718,0.8049,0.8762,0.5164
RMNI,2022-09,424706164,0.8596,0.8056,0.87,0.5059
RMNI,2022-08,494057334,0.8736,0.9665,1.1774,0.6727
RMNI,2022-07,565548976,1.0727,1.0886,1.233,0.8452
RMNI,2022-06,527216923,1.0314,1.08,1.0408,0.9303
RMNI,2022-05,511180035,0.984,1.2182,0.7659,0.8846
RMNI,2022-04,519512099,1.0643,1.1327,0.5893,0.7138
RMNI,2022-03,488147149,1.1633,0.9637,0.5814,0.7358
RMNI,2022-02,419616696,0.9149,0.6287,0.5713,0.6543
RMNI,2022-01,458664297,0.9055,0.5203,0.6854,0.8907
RMNI,2023-12,287961063,1.0908,1.4337,0.7264,0.8406
RMNI,2023-11,263987411,1.4008,1.1726,0.7376,0.6962
RMNI,2023-10,188453591,0.9383,0.4784,0.5389,0.414
RMNI,2023-09,200852227,0.8922,0.5066,0.5282,0.4729
RMNI,2023-08,225126123,0.5715,0.629,0.5328,0.4557
RMNI,2023-07,393919312,0.9937,1.1265,0.985,0.6965
RMNI,2023-06,396433339,1.1076,1.0425,1.1573,0.7519
RMNI,2023-05,357915395,1.0235,0.8471,0.9439,0.7002
RMNI,2023-04,349692931,0.9196,0.8744,0.7682,0.6731
RMNI,2023-03,380286889,0.9,1.1101,0.8954,0.779
RMNI,2023-02,422537831,1.0566,1.1144,0.8552,1.007
RMNI,2023-01,399903209,1.1674,0.8785,0.7071,0.8719
RMNI,2024-04,266289234,0.9509,0.9063,1.413,0.7615
RMNI,2024-03,280052448,0.9921,0.9725,1.3943,0.7364
RMNI,2024-02,282292843,0.9608,1.0693,1.2539,0.6681
RMNI,2024-01,293815057,1.0203,1.5591,0.7459,0.7347
AGYS,2019-12,588355010,1.0267,0.9571,1.1529,
AGYS,2019-11,573051920,0.954,0.9194,1.1902,
AGYS,2019-10,600668113,0.9771,1.1166,1.3222,
AGYS,2019-09,614758041,0.9863,1.2046,1.2929,
AGYS,2019-08,623269566,1.1586,1.2945,1.3674,
AGYS,2019-07,537959699,1.0541,1.1842,1.54,
AGYS,2019-06,510339031,1.06,1.0733,,
AGYS,2019-05,481459083,1.0598,1.0563,,
AGYS,2019-04,454280946,0.9554,1.3005,,
AGYS,2019-03,475492907,1.0432,,,
AGYS,2019-02,455797349,1.3048,,,
AGYS,2019-01,349316185,,,,
AGYS,2020-12,924558957,1.1504,1.5935,1.9573,1.5714
AGYS,2020-11,803708415,1.3159,1.4229,1.8527,1.4025
AGYS,2020-10,610783380,1.0527,1.4377,1.4973,1.0168
AGYS,2020-09,580212655,1.0273,1.2283,1.2235,0.9438
AGYS,2020-08,564819565,1.3295,1.302,0.7014,0.9062
AGYS,2020-07,424820858,0.8993,1.0414,0.6492,0.7897
AGYS,2020-06,472365628,1.0889,0.9961,0.8029,0.9256
AGYS,2020-05,433799972,1.0635,0.5387,0.757,0.901
AGYS,2020-04,407915714,0.8602,0.6233,0.6791,0.8979
AGYS,2020-03,474230326,0.5889,0.806,0.7714,0.9973
AGYS,2020-02,805227257,1.2304,1.4052,1.2919,1.7666
AGYS,2020-01,654422291,1.1123,1.0895,1.2165,1.8734
AGYS,2021-12,1082264701,0.945,0.837,0.8165,1.1706
AGYS,2021-11,1145208895,0.9049,0.8521,0.9666,1.4249
AGYS,2021-10,1265495867,0.9787,0.9206,1.0457,2.0719
AGYS,2021-09,1293068636,0.9621,0.9756,1.0114,2.2286
AGYS,2021-08,1344004785,0.9777,1.1343,1.0813,2.3795
AGYS,2021-07,1374670150,1.0371,1.1359,1.4066,3.2359
AGYS,2021-06,1325458083,1.1187,1.0367,1.4336,2.806
AGYS,2021-05,1184826746,0.979,0.9533,1.4742,2.7313
AGYS,2021-04,1210236988,0.9466,1.2384,1.9815,2.9669
AGYS,2021-03,1278505300,1.0286,1.3828,2.2035,2.696
AGYS,2021-02,1242908131,1.2718,1.5465,2.2005,1.5435
AGYS,2021-01,977284984,1.057,1.6001,2.3005,1.4934
AGYS,2022-12,1753913000,1.0989,1.4268,1.7162,1.6206
AGYS,2022-11,1596096120,1.1611,1.2572,1.7383,1.3937
AGYS,2022-10,1374592553,1.1183,1.1203,1.4718,1.0862
AGYS,2022-09,1229224446,0.9682,1.2028,1.2263,0.9506
AGYS,2022-08,1269599436,1.0347,1.3827,1.3148,0.9446
AGYS,2022-07,1226991670,1.2006,1.3138,1.2544,0.8926
AGYS,2022-06,1021969324,1.113,1.0196,0.9443,0.771
AGYS,2022-05,918173059,0.9831,0.9509,0.8018,0.7749
AGYS,2022-04,933936863,0.9317,0.9548,0.738,0.7717
AGYS,2022-03,1002359721,1.0381,0.9262,0.7752,0.784
AGYS,2022-02,965597414,0.9872,0.8432,0.7184,0.7769
AGYS,2022-01,978135799,0.9038,0.7729,0.7115,1.0009
AGYS,2023-12,2190208824,0.967,1.2892,1.2534,1.2488
AGYS,2023-11,2265032975,1.2267,1.2734,1.2218,1.4191
AGYS,2023-10,1846433359,1.0869,1.0706,0.8997,1.3433
AGYS,2023-09,1698881200,0.9551,0.9722,0.8467,1.3821
AGYS,2023-08,1778710628,1.0313,0.9595,0.8771,1.401
AGYS,2023-07,1724716415,0.987,0.8404,0.8672,1.4056
AGYS,2023-06,1747475371,0.9426,0.8709,0.9963,1.7099
AGYS,2023-05,1853878254,0.9033,0.9142,1.1615,2.0191
AGYS,2023-04,2052311545,1.0228,1.0319,1.493,2.1975
AGYS,2023-03,2006560417,0.9895,1.144,1.6324,2.0018
AGYS,2023-02,2027862789,1.0196,1.2705,1.5972,2.1001
